787	71	89	4132	
787	72	89	4137	
787	73	89	4142	
787	74	89	4147	
787	75	89	4152	
787	76	89	4157	
787	77	89	4162	
787	78	89	4167	
787	79	89	4172	
787	80	89	4177	
787	81	89	4182	
787	82	89	4187	
787	83	89	4192	
787	84	89	4197	
787	85	89	4202	
787	86	89	4207	
787	87	89	4212	
787	88	89	4217	
787	89	89	4222	
787	90	89	4227	
787	91	89	4232	
787	92	89	4237	
787	92	88	4242	
787	92	87	4247	
787	92	86	4252	
787	92	85	4257	
787	92	84	4262	
787	92	83	4267	
787	92	82	4272	
787	92	81	4277	
787	92	80	4282	
787	92	79	4287	
787	92	78	4292	
787	92	77	4297	
787	92	76	4302	
787	92	75	4307	
787	92	74	4312	
787	92	73	4317	
787	92	72	4322	
787	92	71	4327	
787	92	70	4332	
787	92	69	4337	
787	92	68	4342	
787	92	67	4347	
787	92	66	4352	
787	92	65	4357	
787	92	64	4362	
787	92	63	4367	
787	92	62	4372	
787	92	61	4377	
787	92	60	4382	
787	92	59	4387	
787	92	58	4392	
787	92	57	4397	
787	92	56	4402	
787	92	55	4407	
787	92	54	4412	
787	92	53	4417	
787	92	52	4422	
787	92	51	4427	
787	92	50	4432	
787	92	49	4437	
787	92	48	4442	
787	92	47	4447	
787	92	46	4452	
787	92	45	4457	
787	92	44	4462	
787	92	43	4467	
787	92	42	4472	
787	92	41	4477	
787	92	40	4482	
787	92	39	4487	
787	92	39	4487	Otro
444	13	22	9710	
444	14	22	9756	
444	15	22	9802	
444	16	22	9848	
444	17	22	9894	
444	18	22	9940	
444	19	22	9986	
444	20	22	10032	
444	21	22	10078	
444	22	22	10124	
444	23	22	10170	
444	24	22	10216	
444	25	22	10262	
444	26	22	10308	
444	27	22	10354	
444	28	22	10400	
444	29	22	10446	
444	30	22	10492	
444	31	22	10538	
444	32	22	10584	
444	33	22	10630	
444	34	22	10676	
444	35	22	10722	
444	36	22	10768	
444	37	22	10814	
444	38	22	10860	
444	39	22	10906	
444	40	22	10952	
444	41	22	10998	
444	42	22	11044	
444	43	22	11090	
444	44	22	11136	
444	45	22	11182	
444	46	22	11228	
444	47	22	11274	
444	48	22	11320	
444	49	22	11366	
444	50	22	11412	
444	51	22	11458	
444	52	22	11504	
444	53	22	11550	
444	54	22	11596	
444	55	22	11642	
444	56	22	11688	
444	57	22	11734	
444	58	22	11780	
444	59	22	11826	
444	60	22	11872	
444	61	22	11918	
444	62	22	11964	
444	63	22	12010	
444	64	22	12056	
444	65	22	12102	
444	66	22	12148	
444	66	21	12194	
444	66	20	12240	
444	66	19	12286	
444	66	18	12332	
444	66	17	12378	
444	66	16	12424	
444	66	15	12470	
444	66	14	12516	
444	66	13	12562	
444	66	12	12608	
444	66	11	12654	
444	66	10	12700	
444	66	9	12746	
444	66	8	12792	
444	66	7	12838	
444	66	6	12884	
444	66	5	12930	
444	66	4	12976	
444	66	3	13022	
444	66	2	13068	
444	66	2	13068	Plaza
230	13	2	3703	
230	13	3	3726	
230	13	4	3749	
230	13	5	3772	
230	13	6	3795	
230	13	7	3818	
230	13	8	3841	
230	13	9	3864	
230	13	10	3887	
230	13	11	3910	
230	13	12	3933	
230	13	13	3956	
230	13	14	3979	
